# GREAT version 4.0.4	Species assembly: mm10	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
chr1_3901785_3901879	Xkr4 (-230334), Rp1 (+458482)
chr6_72709163_72709376	Tgoln1 (-92270), Tcf7l1 (+79682)
chr6_72755043_72755534	Tgoln1 (-138289), Tcf7l1 (+33663)
chr6_72763575_72764164	Tgoln1 (-146870), Tcf7l1 (+25082)
chr6_72806981_72807046	Tcf7l1 (-18062), Kcmf1 (+92965)
chr6_72957861_72957948	Tmsb10 (+397)
chr6_73014253_73014838	Tmsb10 (-56244), Dnah6 (+207085)
chr6_77000261_77000755	Gm9008 (-502724), Lrrtm1 (-242189)
chr6_81913765_81914036	Gcfc2 (-9768)
chr6_82652343_82652692	Pole4 (+411)
chr6_83165774_83166017	Dctn1 (-13690), 1700003E16Rik (+9492)
chr6_84583541_84583800	Cyp26b1 (+4967), Dysf (+564282)
chr6_85387689_85387918	Noto (-36082), Rab11fip5 (-13170)
chr6_86438399_86438957	C87436 (+304)
chr6_88841974_88842232	Abtb1 (-203)
chr6_88974389_88974780	Tpra1 (+72334), Plxna1 (+388035)
chr6_90988715_90988983	Iqsec1 (-178726), Nup210 (+127980)
chr6_91323201_91324006	Wnt7a (+87759), Fbln2 (+111149)
chr6_91324505_91325327	Wnt7a (+86447), Fbln2 (+112461)
chr6_91683812_91684149	Slc6a6 (-72)
chr6_94453297_94453883	Magi1 (-170268), Slc25a26 (-46741)
chr6_95059459_95059988	Lrig1 (-359587), Kbtbd8 (-58016)
chr6_97318598_97319090	Lmod3 (-66085), Frmd4b (+168961)
chr6_100823430_100823728	Ppp4r2 (-10043), Gxylt2 (+118845)
chr6_104117032_104117374	Cntn6 (-375719), Chl1 (+606135)
chr6_108629066_108629146	Bhlhe40 (-31523), Itpr1 (+416010)
chr6_109481824_109481952	Edem1 (+653214)
chr6_113306784_113307123	Brpf1 (-238)
chr6_113714941_113715183	Ghrl (+4786), Tatdn2 (+17498)
chr6_113795267_113795791	Sec13 (-54786), Atp2b2 (+139152)
chr6_114953168_114953246	Vgll4 (-31386), Tamm41 (+84669)
chr6_114970124_114970278	Vgll4 (-48380), Tamm41 (+67675)
chr6_114997035_114997475	Vgll4 (-75434), Tamm41 (+40621)
chr6_115773978_115774374	Cand2 (-362)
chr6_115774485_115774975	Cand2 (+192)
chr6_117907584_117908341	Hnrnpf (+1114), Fxyd4 (+29372)
chr6_118599530_118599968	Ankrd26 (-37523), Cacna1c (+508226)
chr6_118758407_118758784	Ankrd26 (-196370), Cacna1c (+349379)
chr6_119307809_119308277	Lrtm2 (+22723), Cacna2d4 (+71517)
chr6_120666132_120666480	Cecr2 (-115)
chr6_121057129_121057707	Bid (-140565), Mical3 (+24191)
chr6_121069455_121069881	Bid (-152815), Mical3 (+11941)
chr6_122486147_122486564	Rimklb (+149)
chr6_125009041_125009372	Zfp384 (-76)
chr6_125876910_125876973	Ano2 (+186523), Ntf3 (+289773)
chr6_126184021_126184499	Ntf3 (-17545), Kcna5 (+351152)
chr6_127453718_127454112	Parp11 (+192)
chr6_127659676_127660163	Cracr2a (+81945), Prmt8 (+109552)
chr6_128437586_128438075	Fkbp4 (+846)
chr6_128630090_128630214	Clec2h (-32233), Klrb1a (-7218)
chr6_131420646_131420945	Gm6619 (-65604), Ybx3 (-32358)
chr6_132463718_132463799	Prh1 (-106050), Gm8882 (-99625)
chr6_133667749_133667806	Kap (+185984), 5530400C23Rik (+375562)
chr6_135269730_135269963	Gsg1 (-21882), Pbp2 (+40558)
chr6_135375766_135376097	Emp1 (+13387), Grin2b (+797193)
chr6_140623164_140623477	Aebp2 (-368)
chr6_142345524_142345622	Pyroxd1 (-81)
chr6_142882599_142882712	Sult6b2 (-78190), St8sia1 (+81796)
chr6_142975953_142976266	St8sia1 (-11658), C2cd5 (+123961)
chr6_144398289_144398377	Sox5 (-188853), Bcat1 (+650479)
chr6_147042531_147042839	Mrps35 (-79)
chr6_147177871_147178684	Pthlh (+85889), Klhl42 (+86899)
chr6_148628224_148628576	Tmtc1 (-184011), Ipo8 (+203067)
chr6_148678950_148679298	Tmtc1 (-234735), Ipo8 (+152343)
chr7_3644760_3645115	Cnot3 (-414)
chr7_3645170_3645248	Cnot3 (-143)
chr7_4164414_4164943	Cdc42ep5 (+181)
chr7_4690521_4690694	Brsk1 (-320)
chr7_4777084_4777529	Il11 (+834)
chr7_4844993_4845060	Shisa7 (-331)
chr7_6410041_6410459	Smim17 (-4925)
chr7_6706306_6706608	Zim1 (-10007), Peg3 (+23964)
chr7_7080987_7081181	Zfp954 (+40404), Aurkc (+85701)
chr7_16048209_16048402	Bicra (-385)
chr7_16048481_16048575	Bicra (-607)
chr7_16273402_16273541	Inafm1 (+145)
chr7_16614500_16614870	Arhgap35 (+308)
chr7_19131680_19131934	Fbxo46 (+11948), Qpctl (+17484)
chr7_19272571_19272701	Vasp (-819)
chr7_19322557_19322766	Ercc1 (-22116), Fosb (-12611)
chr7_19356172_19356657	Ppp1r13l (-4801), Cd3eap (+3066)
chr7_19365344_19365599	Ercc2 (-16538), Ppp1r13l (+4256)
chr7_24109988_24110078	Zfp112 (-2291)
chr7_24359351_24359565	Kcnn4 (-10841), Lypd5 (+10262)
chr7_25249415_25249854	Gsk3a (-11784), Erf (+1126)
chr7_25395814_25396144	Lipe (+400)
chr7_25686689_25686940	Tgfb1 (-187)
chr7_27447694_27447947	Sptbn4 (-1222), Blvrb (-157)
chr7_28069751_28070127	Fcgbp (-1297)
chr7_28283244_28283613	Eid2b (+5690), Selenov (+7757)
chr7_28311937_28312287	Timm50 (-40)
chr7_28448106_28448363	Lrfn1 (-10423), Gmfg (+10788)
chr7_28597209_28598347	Pak4 (+407)
chr7_30534893_30535217	Arhgap33 (-46)
chr7_30552333_30552428	Hspb6 (-887), Proser3 (-109)
chr7_34313345_34313914	4931406P16Rik (-79)
chr7_34655011_34655327	Kctd15 (+340)
chr7_34764684_34765110	Kctd15 (-109388), Chst8 (+47789)
chr7_35554791_35555321	Tdrd12 (-17311), Nudt19 (+1248)
chr7_35809103_35809348	Tshz3 (-888892), Zfp507 (-6237)
chr7_36352629_36352959	Zfp507 (-549805), Tshz3 (-345324)
chr7_44770111_44770422	Nup62 (-45821), Zfp473 (-21650)
chr7_45052041_45052361	Prr12 (+680)
chr7_45215568_45215982	Dkkl1 (-3652), Tead2 (-77)
chr7_45216435_45216998	Dkkl1 (-4594), Tead2 (+865)
chr7_48947324_48947595	Nav2 (-299384), E2f8 (-66419)
chr7_50421186_50421529	4933405O20Rik (-177832), Nell1 (+446494)
chr7_56588805_56588876	Oca2 (+349081), Gabrg3 (+798347)
chr7_64052559_64052845	Klf13 (-113787), Trpm1 (-101133)
chr7_65693328_65693538	Pcsk6 (-168596), Tm2d3 (+2264)
chr7_67862601_67862800	Synm (-103008), Igf1r (-90126)
chr7_68559880_68560049	Arrdc4 (+189276), Fam169b (+286126)
chr7_68739786_68739856	Arrdc4 (+9420), Fam169b (+465982)
chr7_68744390_68744637	Arrdc4 (+4727), Fam169b (+470675)
chr7_70331675_70331970	Nr2f2 (+28770)
chr7_70358709_70358918	Nr2f2 (+1779)
chr7_70505849_70506143	Nr2f2 (-145403), Gm10295 (+845489)
chr7_70706344_70706823	Nr2f2 (-345991), Gm10295 (+644901)
chr7_71746530_71746800	Gm10295 (-395180), Mctp2 (+559943)
chr7_72150724_72151258	Gm10295 (-799506), Mctp2 (+155617)
chr7_73320351_73320541	Rgma (-55074)
chr7_73390941_73391574	Rgma (+15738), Chd2 (+150488)
chr7_75841480_75841542	Klhl25 (-6799), Akap13 (+385977)
chr7_75863276_75863377	Agbl1 (-366560), Klhl25 (+15017)
chr7_77005297_77005660	Agbl1 (+775592)
chr7_79577279_79577655	Polg (-111105), Rhcg (+40190)
chr7_80031645_80032200	Zfp710 (+7109), Idh2 (+83469)
chr7_82865844_82865956	Mex3b (-1433)
chr7_82869709_82870022	Tmc3 (-715065), Mex3b (+2533)
chr7_83921612_83922070	Mesd (+29841), Cemip (+164661)
chr7_87395443_87395939	Tyr (+97821), Nox4 (+149042)
chr7_90475895_90476388	Tmem126b (-141)
chr7_92953993_92954233	Fam181b (-125752), Prcp (+78861)
chr7_94541743_94542545	NONE
chr7_96672335_96672981	Nars2 (-278847), Tenm4 (+460987)
chr7_97147774_97148158	Gab2 (+66380), Usp35 (+184054)
chr7_98060030_98060093	Myo7a (+59462), Gdpd4 (+140107)
chr7_98158568_98158766	Omp (-13165), Capn5 (+19607)
chr7_98962608_98962760	Wnt11 (+127553), Uvrag (+178457)
chr7_99534154_99534700	Arrb1 (-1039)
chr7_100582845_100582967	Mrpl48 (+196)
chr7_100677915_100678470	Fam168a (-28509), Plekhb1 (-15779)
chr7_100932106_100932351	Arhgef17 (-122)
chr7_105456575_105456643	Cavin3 (+25691), Cckbr (+30878)
chr7_108967973_108968228	Tub (-42724), Eif3f (+33684)
chr7_110580031_110580406	Sbf2 (+34701), Swap70 (+358508)
chr7_113192837_113193269	Arntl (-14504), Rassf10 (+239091)
chr7_116032326_116033121	Sox6 (-37638), Gm4353 (+51911)
chr7_118932094_118932386	Knop1 (-75986), Gprc5b (+52404)
chr7_118963188_118963643	Knop1 (-107162), Gprc5b (+21228)
chr7_119356352_119356542	Gpr139 (-171844), Gp2 (+102838)
chr7_119794131_119794326	Eri2 (-171), Rexo5 (+223)
chr7_119917812_119917908	Lyrm1 (+21999), Dnah3 (+177317)
chr7_121707331_121707668	Usp31 (-247)
chr7_124034996_124035147	Hs3st4 (+52203)
chr7_124371605_124371677	Hs3st4 (+388772)
chr7_125864102_125864521	D430042O09Rik (+156397), Gsg1l (+218099)
chr7_125983996_125984404	Gsg1l (+98211), D430042O09Rik (+276285)
chr7_126007548_126007796	Gsg1l (+74739), D430042O09Rik (+299757)
chr7_126482395_126482803	Tufm (-4762)
chr7_127026197_127026390	Maz (+158)
chr7_127026794_127027001	Maz (-446)
chr7_127345339_127345508	Zfp768 (-1)
chr7_127345569_127345809	Zfp768 (-266)
chr7_127393479_127393742	E430018J23Rik (+8)
chr7_127967077_127967571	Fus (-133)
chr7_130362854_130362919	Fgfr2 (-96696), Ate1 (+156693)
chr7_130381551_130382226	Fgfr2 (-115698), Ate1 (+137691)
chr7_136236071_136236153	Mgmt (-658502), Mki67 (-519751)
chr7_136791261_136791542	Mgmt (-103212)
chr7_138909443_138909779	Bnip3 (-105)
chr7_143829893_143830215	Gm498 (-36795), Dhcr7 (+6887)
chr7_143842180_143842258	Gm498 (-24630), Dhcr7 (+19052)
chr8_8109714_8110145	Efnb2 (+551312)
chr8_9494186_9494476	Arglu1 (-803810), Fam155a (+276830)
chr8_10859718_10860091	Irs2 (+148553), Myo16 (+705937)
chr8_11112764_11112846	Col4a2 (-200000), Irs2 (-104347)
chr8_13200527_13200813	Grtp1 (-50)
chr8_14072500_14072921	Tdrp (-97934), Erich1 (+17590)
chr8_14879323_14879389	Cln8 (-8755), Dlgap2 (+783491)
chr8_18595358_18596122	Mcph1 (+609)
chr8_18799979_18800482	Angpt2 (-58669), Agpat5 (-46046)
chr8_22508411_22508520	Smim19 (-31611), Vdac3 (+85292)
chr8_25011945_25012147	Adam32 (-63242), Adam9 (+4881)
chr8_25098210_25098288	Htra4 (-59287), Plekha2 (+4127)
chr8_26961045_26961726	Zfp703 (-15968), Thap1 (+803245)
chr8_26984421_26984907	Erlin2 (-39135), Zfp703 (+7310)
chr8_27174531_27174813	Rab11fip1 (-26)
chr8_30365925_30366159	Dusp26 (-723429)
chr8_31111412_31111519	Rnf122 (-354)
chr8_33599377_33599668	Ppp2cb (-102)
chr8_33933310_33933852	Rbpms (-3776)
chr8_35948694_35949043	Prag1 (-145959), Cldn23 (-122310)
chr8_36549311_36549459	6430573F11Rik (+91811), Dlc1 (+403057)
chr8_40937493_40937570	Pdgfrl (+11299), Mtus1 (+196194)
chr8_42348341_42348866	Frg1 (-931530), Triml1 (+792882)
chr8_43266569_43266631	Zfp42 (+40336), Triml2 (+86059)
chr8_45621887_45622340	Pdlim3 (-263347), Sorbs2 (+114196)
chr8_45726316_45726580	Pdlim3 (-159013), Sorbs2 (+218530)
chr8_45726826_45726959	Pdlim3 (-158568), Sorbs2 (+218975)
chr8_46152225_46152890	Snx25 (-853)
chr8_47411467_47411898	Stox2 (-122281), Trappc11 (+121784)
chr8_47426622_47426783	Stox2 (-137301), Trappc11 (+106764)
chr8_47714269_47714370	Cdkn2aip (-389)
chr8_58313446_58314027	Galnt7 (-660706), BC030500 (-598018)
chr8_60347380_60347702	Gm10283 (+155657)
chr8_61063395_61064140	Sh3rf1 (-160104), Nek1 (+70503)
chr8_61591073_61591487	Cbr4 (+103546), Palld (+311389)
chr8_61591540_61591691	Cbr4 (+103882), Palld (+311053)
chr8_61623800_61624253	Cbr4 (+136293), Palld (+278642)
chr8_66486149_66486943	Tma16 (-27)
chr8_70659530_70660052	Pgpep1 (-53)
chr8_70698854_70699195	Gm16486 (-4432), Jund (+76)
chr8_70891530_70891788	Ccdc124 (-17724), Slc5a5 (+1098)
chr8_72492720_72493018	Slc35e1 (-255)
chr8_78232689_78233211	Ttc29 (+19608), Pou4f2 (+203695)
chr8_84200641_84200876	Nanos3 (-24207), Zswim4 (+36296)
chr8_84661005_84661216	Ier2 (+1741), Cacna1a (+245747)
chr8_84947050_84947579	Rtbdn (+324)
chr8_84977243_84977584	Rnaseh2a (-7674), Junb (+1304)
chr8_86623566_86624245	Lonp2 (-137)
chr8_89046143_89046594	Sall1 (-2207)
chr8_89057066_89057393	Sall1 (-13068)
chr8_91532762_91533238	Fto (+219475), Irx3 (+268915)
chr8_91561372_91561750	Irx3 (+240354), Fto (+248036)
chr8_92253024_92253230	Irx3 (-451212), Irx5 (-104622)
chr8_92356040_92356498	Irx5 (-1480)
chr8_92408277_92408822	Irx6 (-265738), Irx5 (+50801)
chr8_92910417_92910939	Slc6a2 (-50255), Capns2 (+9271)
chr8_94601603_94602102	Rspry1 (-84), Fam192a (+144)
chr8_94899151_94899545	Dok4 (-23018), Ccdc102a (+18750)
chr8_94899599_94899691	Dok4 (-23315), Ccdc102a (+18453)
chr8_95137479_95138087	Kifc3 (+4764), Katnb1 (+56597)
chr8_95434562_95434709	Cfap20 (+233)
chr8_95434765_95435188	Cfap20 (-108)
chr8_95488805_95489055	Csnk2a2 (-150)
chr8_95609712_95609840	Prss54 (-34321), Gins3 (-23677)
chr8_96231726_96231917	Got2 (-343275)
chr8_98014728_98014805	NONE
chr8_99987136_99987348	Cdh8 (-570771)
chr8_105326202_105326345	Tmem208 (-80), Lrrc29 (+2)
chr8_106720852_106721292	Has3 (-149170), Tango6 (+38004)
chr8_106935430_106935854	Sntb2 (-108)
chr8_108804800_108805202	Pmfbp1 (-689026), Zfhx3 (+862357)
chr8_109707403_109707466	Zfp821 (+1886), Atxn1l (+30304)
chr8_113845723_113846094	Adamts18 (+2706), Syce1l (+202696)
chr8_116227035_116227321	Maf (-519384), Dynlrb2 (-277837)
chr8_116434887_116435559	Maf (-727429), Dynlrb2 (-69792)
chr8_116789999_116790457	Cdyl2 (-57237), Cmc2 (+131227)
chr8_117284008_117284098	Plcg2 (-214238), Cmip (+26989)
chr8_117684170_117684295	Hsd17b2 (-17671), Sdr42e1 (-12686)
chr8_119574976_119575289	Dnaaf1 (-102), Hsdl1 (+50)
chr8_120113888_120114256	6430548M08Rik (-80)
chr8_120449920_120450413	Fam92b (-272701), Gse1 (-38280)
chr8_120549937_120550270	Gins2 (+39200), Gse1 (+61657)
chr8_120755005_120755744	Foxf1 (-329011), Irf8 (+19017)
chr8_123041217_123041345	Ankrd11 (+739)
chr8_123412710_123413178	Def8 (-30061), Tubb3 (+1520)
chr8_123753963_123754467	Rab4a (-51770), Rhou (+100286)
chr8_124189517_124189948	Galnt2 (-41658), Urb2 (+166339)
chr8_124947255_124947388	Egln1 (+2002), Sprtn (+49436)
chr8_128686322_128686744	Itgb1 (+879)
chr9_8004014_8005002	Yap1 (+88)
chr9_11191416_11191817	Cntn5 (-286842)
chr9_14568777_14568924	Amotl1 (+46155), Cwc15 (+68234)
chr9_14568979_14569130	Amotl1 (+45951), Cwc15 (+68438)
chr9_17226661_17227005	Fat3 (-725548)
chr9_18291723_18291980	Chordc1 (-273)
chr9_19575434_19575502	Olfr854 (-8086), Olfr855 (-7149)
chr9_20857133_20857472	A230050P20Rik (-11339), Rdh8 (+38800)
chr9_21030800_21031100	Icam5 (-1123)
chr9_21320483_21320792	Slc44a2 (-17190), Ap1m2 (-8301)
chr9_21950247_21950756	Swsap1 (-5253), Plppr2 (+13469)
chr9_22070901_22071031	Zfp653 (+375)
chr9_22467685_22467851	Rp9 (+580)
chr9_24593297_24593645	Dpy19l1 (-90331), Cypt4 (-31725)
chr9_26384034_26384167	B3gat1 (-349627), Eepd1 (+902554)
chr9_29285173_29285489	Ntm (+677798)
chr9_31361655_31361757	Nfrkb (-24486), Prdm10 (+46599)
chr9_31839980_31840383	Tmem45b (-375720), Barx2 (+73280)
chr9_37402393_37402448	Robo4 (+524)
chr9_39407914_39407974	Olfr951 (+14151), Olfr952 (+19204)
chr9_40873832_40873986	Bsx (-218)
chr9_41583830_41584114	Ubash3b (-425910), Sorl1 (+540325)
chr9_43240080_43240185	Oaf (-222)
chr9_43863875_43864563	Thy1 (-179165), Nectin1 (+120235)
chr9_44084390_44085129	Mfrp (-16969), Usp2 (+17739)
chr9_44446249_44446561	Foxr1 (-5269), Upk2 (+8571)
chr9_44498416_44499200	Bcl9l (+11561), Cxcr5 (+63069)
chr9_44721268_44721553	Phldb1 (+13787), Treh (+48178)
chr9_44881651_44881738	Kmt2a (-399)
chr9_45804872_45805068	Cep164 (+23721), Dscaml1 (+374679)
chr9_46152423_46152950	Apoa1 (-75893), Sik3 (+139867)
chr9_48984977_48985561	Usp28 (-196)
chr9_51103826_51104162	4833427G06Rik (-1916)
chr9_51875540_51875771	Fdx1 (+87890), Arhgap20 (+110304)
chr9_52047700_52048058	Rdx (-236)
chr9_53597992_53598052	Acat1 (+12360), Npat (+60975)
chr9_54769708_54770044	Ireb2 (-93913), Crabp1 (+5128)
chr9_55467542_55467662	Etfa (+44641), Tmem266 (+140653)
chr9_57076702_57077192	Sin3a (+548)
chr9_57262445_57262935	1700017B05Rik (-78)
chr9_57993254_57993410	Cyp11a1 (-21339), Sema7a (+53219)
chr9_58509844_58510097	6030419C18Rik (+21368), Cd276 (+45466)
chr9_58805685_58805842	Rec114 (-64205), Hcn4 (-17648)
chr9_61251453_61251509	Tle3 (-121904), Uaca (+456933)
chr9_61251569_61251938	Tle3 (-121631), Uaca (+457206)
chr9_61434182_61434522	Tle3 (+60967), Rplp1 (+480190)
chr9_61853766_61854234	Rplp1 (+60542), Tle3 (+480615)
chr9_64017010_64017686	Smad3 (-259354), Smad6 (+4711)
chr9_66628585_66628944	Car12 (-84921), Usp3 (-35623)
chr9_66748423_66748766	Car12 (+34909), Aph1b (+46895)
chr9_67840271_67840444	Vps13c (-38)
chr9_69325743_69325897	Ice2 (-72086), Rora (+672034)
chr9_70543266_70543421	Sltm (+474)
chr9_70806180_70806236	Adam10 (+127211), Lipc (+128600)
chr9_70875544_70875967	Lipc (+59052), Adam10 (+196759)
chr9_72661997_72662545	Nedd4 (-75)
chr9_73209856_73210420	Rsl24d1 (+96690), Unc13c (+758828)
chr9_77427499_77427907	Mlip (-79833), Lrrc1 (+117167)
chr9_77544794_77545413	Lrrc1 (-234)
chr9_79154403_79154510	Cd109 (+538911), Col12a1 (+564061)
chr9_81351704_81351948	Impg1 (-886345), Htr1b (+282002)
chr9_84909706_84910323	Gm11114 (-402758), Bckdhb (+984870)
chr9_85394930_85395418	Fam46a (-68050), Ibtk (+354160)
chr9_86093138_86093386	Tpbg (+250882), Ube2cbp (+371688)
chr9_88065133_88065460	Tbx18 (-334037), Nt5e (-261900)
chr9_92907282_92907533	Plod2 (+365144)
chr9_96865601_96866282	Zbtb38 (-113111), Pxylp1 (+23532)
chr9_98423649_98424695	Rbp2 (-61943), Rbp1 (+1211)
chr9_98508434_98509148	Copb2 (-54940), Rbp2 (+22676)
chr9_101356515_101356986	9630041A04Rik (-581730), Ppp2r3a (-104956)
chr9_101546256_101546311	9630041A04Rik (-392197), Ppp2r3a (-294489)
chr9_101546380_101547081	9630041A04Rik (-391750), Ppp2r3a (-294936)
chr9_103431722_103432187	Cdv3 (-66115), Bfsp2 (+48465)
chr9_105272208_105272627	1700080E11Rik (-127326), Aste1 (-122974)
chr9_105659978_105660268	Pik3r4 (+17093), Col6a6 (+168037)
chr9_106093871_106093973	Col6a5 (-133279), Col6a4 (+2861)
chr9_106453852_106453952	Pcbp4 (+60)
chr9_107401894_107402098	Tmem115 (-131949), Cacna2d2 (+2384)
chr9_108264159_108264333	Dag1 (-288)
chr9_109094944_109095644	Plxnb1 (-95)
chr9_110132393_110132663	Smarcc1 (+548)
chr9_114400958_114401274	Tmppe (+11), Glb1 (+40)
chr9_114528094_114528378	Ccr4 (-31674), Trim71 (+36133)
chr9_115310201_115310483	Stt3b (+79)
chr9_115524907_115525244	Gadl1 (-384379), Stt3b (-214655)
chr9_116338890_116339287	Tgfbr2 (-163824)
chr9_118469395_118469655	Cmc1 (-319348), Eomes (-8819)
chr9_118705581_118706138	Ctdspl (-220593), Itga9 (+99170)
chr9_120247085_120247475	Myrip (-56656), Mobp (+97573)
chr9_120802017_120802408	Ctnnb1 (-131187), Rpl14 (+230769)
chr9_120884752_120885344	Ctnnb1 (-48352), Rpl14 (+313604)
chr9_121706419_121706626	Ss18l2 (-3806), Sec22c (-1564)
chr9_122951019_122951131	1110059G10Rik (-75), Kif15 (+29)
chr9_123021449_123021868	Tmem42 (+333)
chr9_123366851_123367077	Lars2 (+37)
chr9_124423062_124423767	2010315B03Rik (-110719), Ppp2r3d (+17482)
chrX_7899202_7899473	Pqbp1 (-139), Timm17b (-19)
chrX_12822479_12822920	Usp9x (-248814), Med14 (-60627)
chrX_16618333_16618478	Maoa (-1292)
chrX_92796093_92796148	Arx (-490375), Mageb18 (-196549)
chrX_111693881_111693946	Rps6ka6 (-207132), Hdx (+3165)
chrX_116287178_116287240	Cpxcr1 (-161735)
chrX_142435618_142436015	Tmem164 (-245909), Acsl4 (-45282)
chrX_153139617_153139923	Rragb (-211)
chrX_156596080_156596136	Phex (+819178), Gm15155 (+971333)
chrX_169633657_169633811	Hccs (-313440), 4933400A11Rik (+145901)

