"Category","Term","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"GOTERM_BP_DIRECT","cell-matrix adhesion","5","144","102","26481","2.30e-3","8.73e-2","9.01","9.72e-1","8.52e-2","2.42e-4","TIAM1,ITGB5,CTNNB1,CNTN2,ITGAV"
"KEGG_PATHWAY","Proteoglycans in cancer","7","76","204","11151","2.46e-3","7.86e-2","5.03","3.15e-1","7.50e-2","4.65e-4","TIAM1,WNT11,ITGB5,PTCH1,CTNNB1,ITGAV,HIF1A"
"KEGG_PATHWAY","Arrhythmogenic right ventricular cardiomyopathy","5","76","86","11151","2.64e-3","7.86e-2","8.53","3.35e-1","7.50e-2","2.92e-4","CACNB2,ITGB5,CTNNB1,DSG2,ITGAV"
"KEGG_PATHWAY","Breast cancer","6","76","147","11151","3.06e-3","7.86e-2","5.99","3.76e-1","7.50e-2","4.85e-4","JAG2,JAG1,WNT11,CTNNB1,HES1,DLL1"
"GOTERM_BP_DIRECT","dorsal/ventral pattern formation","4","144","54","26481","3.13e-3","1.13e-1","13.62","9.92e-1","1.10e-1","2.15e-4","LHX1,PTCH1,CTNNB1,BMPR1B"
"GOTERM_BP_DIRECT","epithelial to mesenchymal transition","4","144","54","26481","3.13e-3","1.13e-1","13.62","9.92e-1","1.10e-1","2.15e-4","WNT11,SLC39A10,HMGA2,HIF1A"
"GOTERM_CC_DIRECT","neuronal cell body","11","144","668","26676","3.29e-3","7.64e-2","3.05","5.35e-1","7.25e-2","1.03e-3","TIAM1,PDE10A,DPYSL5,GNA12,BOC,CNTN2,ADAM10,GRIK1,KCNN4,BMPR1B,ASIC2"
"GOTERM_BP_DIRECT","embryonic organ development","4","144","55","26481","3.29e-3","1.16e-1","13.37","9.94e-1","1.14e-1","2.31e-4","SOX2,TEAD4,PTCH1,CTNNB1"
"UP_SEQ_FEATURE","DOMAIN:EGF-like 11; calcium-binding","3","144","14","22331","3.52e-3","2.67e-1","33.23","9.10e-1","2.65e-1","9.07e-5","JAG2,JAG1,FBLN2"
"GOTERM_BP_DIRECT","lens morphogenesis in camera-type eye","3","144","17","26481","3.73e-3","1.29e-1","32.45","9.97e-1","1.26e-1","1.01e-4","MEIS1,CTNNB1,FGFR3"
"GOTERM_BP_DIRECT","kidney development","6","144","192","26481","3.94e-3","1.33e-1","5.75","9.98e-1","1.30e-1","6.54e-4","WNT11,LHX1,IRX3,CTNNB1,ARID5B,BMP7"
"KEGG_PATHWAY","Hippo signaling pathway","6","76","158","11151","4.17e-3","8.14e-2","5.57","4.74e-1","7.77e-2","7.10e-4","SOX2,TEAD4,WNT11,CTNNB1,BMPR1B,BMP7"
"UP_SEQ_FEATURE","TOPO_DOM:Cytoplasmic","35","144","3381","22331","4.27e-3","2.91e-1","1.61","9.46e-1","2.89e-1","2.57e-3","PTPRU,CD83,SLC44A1,ITGB5,TMEM94,GRIK1,LDLRAD3,AQP4,DLL1,LMAN1,EDNRB,BOC,PIEZO2,ITGAV,ASIC2,WLS,JAG2,CHST9,JAG1,GALNT2,PTCH1,GALNT1,TPBG,ADAM10,MERTK,AJAP1,PMP22,PLXNB2,B3GNT2,ASPHD2,DSG2,STT3B,BMPR1B,FGFR3,DSCAML1"
"GOTERM_MF_DIRECT","DNA-binding transcription activator activity, RNA polymerase II-specific","10","143","538","24402","4.33e-3","1.94e-1","3.17","7.95e-1","1.92e-1","1.30e-3","SOX2,TEAD4,MEIS1,KLF13,IRX3,TRP63,HOXB1,HIF1A,KLF15,FOXO1"
"GOTERM_BP_DIRECT","bone mineralization","4","144","61","26481","4.41e-3","1.45e-1","12.06","9.99e-1","1.42e-1","3.44e-4","SBNO2,PKDCC,WNT11,FGFR3"
"GOTERM_BP_DIRECT","negative regulation of apoptotic process","11","144","693","26481","4.48e-3","1.45e-1","2.92","9.99e-1","1.42e-1","1.47e-3","RNF157,EDNRB,PLK2,FHL2,CTNNB1,HMGA2,DSG2,ARRB1,ASIC2,HIF1A,FOXO1"
"GOTERM_MF_DIRECT","metal ion binding","21","143","1825","24402","4.55e-3","1.94e-1","1.96","8.10e-1","1.92e-1","2.23e-3","PLEKHF2,MBNL1,ITGB5,INPP1,GALNT2,GALNT1,TRP63,ADAM10,ARL4C,LMAN1,ARL4A,PDE10A,LHX1,DMRTA1,MAB21L1,GNA12,ASPHD2,ITGAV,STT3B,BMPR1B,DSCAML1"
"GOTERM_BP_DIRECT","cell fate determination","3","144","19","26481","4.66e-3","1.48e-1","29.04","9.99e-1","1.45e-1","1.43e-4","JAG2,PTCH1,CTNNB1"
